ID,英文詞彙,中文詞彙,更新日期
21332477,faceoff ,对峙,
21332478,faceoff dots,争球点,
21332479,fade,小右曲球,
21332480,fade-away,后仰跳投,
21332481,faible,剑身弱部,
21332482,failure to release  ball,没有放开球,
21332483,failure to release player,没有放开球员,
21332484,fair ball,界内球,
21332485,fair charge,合法冲撞,
21332486,fair play,公平竞争,
21332487,fairway,球道,
21332488,faiure to rollaway,没有离开,
21332489,fake,假动作,
21332490,fake attack tactics,佯攻战术,
21332491,fake tag,假触杀,
21332492,fakie,正脚倒滑,
21332493,fall,掉下岩壁,
21332494,fall from the horse,落马,
21332495,falling on puck,身体压球（曲棍球）,
21332496,false attack,假进攻,
21332497,false beat,假袭打,
21332498,false player,打假球,
21332499,false start,违规启动；起跑犯规,
21332500,false start rope,出发止泳绳,
21332501,falsestart,起跑失败,
21332502,falsified,非法改装的器材,
21332503,fan,运动迷；煽动劣马使性子,
21332504,Far Eastern Championship Games {= FECG},远东运动会,
21332505,far table,远台(桌球),
21332506,Fartlek,法特莱克跑,
21332507,Fartlek training,法特雷克训练法,
21332508,fast break,快攻,
21332509,fast leg run,碎步快跑,
21332510,fast walk,快慢步,
21332511,fatland,平地花式,
21332512,fault,发球失误,
21332513,faulty weapons,有缺陷的剑器,
21332514,favorable wind,顺风,
21332515,Fed Cup,联邦杯,
21332516,Federation Equestre Internationale {=FEI},国际马术总会,
21332517,Federation Equestre Internationale{=FEI},国际马术总会,
21332518,Federation International de Natation{=FINA},国际游泳总会,
21332519,Federation Internationale de Football Association{=FIFA},国际足球总会,
21332520,Fédération Internationale de Natation{=FINA},国际游泳总会,
21332521,feeble,剑身弱部,
21332522,feeding platform judge,喂食台裁判,
21332523,feeling,手感性,
21332524,feint,假动作（足球）；佯攻战术（跆拳道）,
21332525,feint at body,身体假动作,
21332526,feint attack,佯攻；假进攻,
21332527,feint direct thrust,假直刺,
21332528,feint in broken time,停拍的假动作,
21332529,feint of counter-disengagement,重复的假动作,
21332530,feint parry,假防守,
21332531,feint point,假刺,
21332532,feint straight thrust,假直刺,
21332533,feinting ,假动作 ,
21332534,feintparry,假防守,
21332535,fellow-competitor,同组竞赛者,
21332536,feminism,女性主义,
21332537,fence,障碍物,
21332538,fence-off,同分时重赛,
21332539,fencer,击剑运动员,
21332540,fencing,剑术,
21332541,Fencing asian chamionships,亚洲击剑锦标赛,
21332542,fencing bag,击剑袋,
21332543,fencing breaches ,击剑裤,
21332544,fencing clothes,击剑服,
21332545,fencing glove,击剑手套,
21332546,fencing hall ,击剑馆,
21332547,fencing jacket,击剑上衣,
21332548,fencing strip,击剑场,
21332549,fencing teraln,击剑场,
21332550,festival of sport,体育节,
21332551,fibre-glass pole,玻璃纤维竿 ,
21332552,field events,田赛,
21332553,field of play,比赛场地；操作区(射击),
21332554,field the ball,接球（足球）,
21332555,fielding percentage,守备率,
21332556,FIFA World Cup,世界杯足球赛,
21332557,fifth invito,五分位挑引,
21332558,figure 4,4字攀登技巧,
21332559,figure eights,八字,
21332560,figure panel,规定动作评审团,
21332561,figure skating,图形溜冰,
21332562,figure-of-eight track,8字型障碍赛跑道,
21332563,figures,规定动作,
21332564,filo,滑剑进攻,
21332565,fime cut,及时劈,
21332566,FINA World Championship,世界游泳锦标赛,
21332567,final,决赛,
21332568,final classification of each event,赛事总排名,
21332569,final entries,最后报名,
21332570,final results package,成绩册（举重）,
21332571,final score,最后得分,
21332572,final spurt,最后冲刺,
21332573,final target,决赛靶,
21332574,finals,决赛,
21332575,finger hole,指洞,
21332576,finger play ,手指技术,
21332577,fingerings ,用手指控制剑身,
21332578,fingerlock,手指缝隙锁住,
21332579,finish film,终点摄影,
21332580,finish judge,终点裁判,
21332581,finish line,终点线；光栅,
21332582,finish lines,终点线,
21332583,finish post,终点柱,
21332584,finishing boat,终点船,
21332585,finishing deadline,比赛关门时间,
21332586,finishing line,终点线前的直道,
21332587,finishing straight,终点线前的直道,
21332588,Finn,芬兰型帆船,
21332589,Finnish grip,芬兰式握枪法,
21332590,firing line,射击线,
21332591,first ascent,第一次攀登,
21332592,first baseman ,一垒手,
21332593,first beat,一分位姿势袭打,
21332594,first cone penalties,首桩判罚,
21332595,first parry,一分位姿势防守,
21332596,first point；fifteen,15分 (网球),
21332597,first referee,第一裁判,
21332598,first runner,第一棒选手,
21332599,first serve,第一发球,
21332600,first three shot,前3拍,
21332601,first-base coach,一垒教练,
21332602,fishtail position,鱼尾位置,
21332603,fitness and health center,运动健康中心,
21332604,fitness boxing,健身拳击,
21332605,fitness education model,体适能教育模式,
21332606,fittings,零件,
21332607,Fitts' law,费兹定律,
21332608,five seconds attack,五秒进攻(卡巴迪),
21332609,five-hit bout,男子五剑赛,
21332610,flag rugby,夺旗橄榄球,
21332611,flagrant foul,恶意犯规,
21332612,flagstick, 旗杆,
21332613,flair,分腿回旋,
21332614,flamingo position,火鹤位置,
21332615,flan connade,滑剑刺腰,
21332616,flank cut,劈腰,
21332617,flare,汤玛士回旋,
21332618,flash,冲刺；首次路线完攀,
21332619,flash target,粉靶,
21332620,flat cut,平打,
21332621,flat serve,平击发球,
21332622,flat swing,平面挥杆,
21332623,flat touch,平刺,
21332624,fleche,冲刺,
21332625,fleche distance,冲刺距离,
21332626,fleet flag,船队标志,
21332627,fleuret,花剑；轻剑,
21332628,flex,弯曲度,
21332629,flexibility,柔软度,
21332630,flexibility training,柔软度训练,
21332631,flight,腾空,
21332632,flip,拨球（桌球）；翻转,
21332633,flippers,脚蹼,
21332634,floor exercise,地板（垫上）运动,
21332635,floor exercise groups,地板项目组群动作,
21332636,flop,背滚式跳高；背跃式（跳高过竿动作）,
21332637,flow,流畅,
21332638,flow experience,流畅经验,
21332639,fluid mechanics,流体力学,
21332640,flving parry,防守变换交叉还击,
21332641,fly ball,飞球,
21332642,fly-half,传接锋,
21332643,flying change of leg,空中换腿,
21332644,flying goalkeeper,进攻守门员(室内五人制足球),
21332645,flying saving,鱼跃救球,
21332646,flyinglap,单圈助跑计时赛,
21332647,foible,剑身弱部,
21332648,foil,花剑,
21332649,foil blade,花剑剑身,
21332650,foil fencer,花剑运动员,
21332651,foil fencing,花剑剑术,
21332652,foil guard,花剑护手盘,
21332653,foils man,花剑运动员,
21332654,folk dance,民俗舞蹈,
21332655,follow through,动作后之延续；送杆；延伸动作,
21332656,follow wind,顺风,
21332657,foot,踢球（曲棍球）；帆底(帆船),
21332658,foot fault,发球踩线犯规,
21332659,foot plant,起跳前的踏地动作,
21332660,foot print,脚印,
21332661,foot spread,两脚间距离,
21332662,foot switch,换脚,
21332663,foot work,步法,
21332664,foot-rest,脚踏板,
21332665,footwork,排腿,
21332666,for serving,换发球,
21332667,forage,喂马饲料,
21332668,force plate,测力板,
21332669,fore court,前场区域,
21332670,forearm cut,劈开前臂,
21332671,forefoot,前肢,
21332672,forehand,正手拍；正手击球,
21332673,forehand interception,正手拍拦截,
21332674,forehand overhead stroke,正手高球击球,
21332675,forehand serve,正拍发球,
21332676,forehand smash,正手拍高压杀球,
21332677,forehead,马额,
21332678,forfeit,夺权比赛,
21332679,forking thrust,叉刺,
21332680,formation,阵式（足球）,
21332681,Formula 1,一级方程式赛车,
21332682,fort ,剑身强部,
21332683,forward,前锋,
21332684,forward driving leg aid,前方推进腿扶助,
21332685,forward dynamics,正向动力学,
21332686,forward pass,直传；前传,
21332687,forward resistance,前进阻力,
21332688,forward saltos,前空翻,
21332689,forward stance,弓步,
21332690,forward stroke,前划,
21332691,fosbury flop,背跃式跳高,
21332692,fosbury style,背向式跳高,
21332693,Fosbury style；Fosbury flop,背向式跳高,
21332694,fouetté,浮埃迪,
21332695,foul line,犯规线,
21332696,foul out,界外出局,
21332697,foul play,犯规（足球）,
21332698,foul riding,犯规骑乘,
21332699,foul strategy,犯规战术,
21332700,foul tip,擦棒球,
21332701,foul touch,击中无効,
21332702,fouls of boxing,拳击犯规,
21332703,four,四人单桨无舵手,
21332704,four ball,四坏球上垒,
21332705,four hits,四击球(排球),
21332706,four play,犯规,
21332707,four-beat gait,四个蹄音步伐,
21332708,fourth,四分位,
21332709,fourth beat,四分位姿势袭打,
21332710,fourth invito,四分卧姿势挑引,
21332711,fourth official,第四裁判,
21332712,foxtrot,弧步,
21332713,fragrant foul,恶意犯规,
21332714,Franklin Method,富兰克林技法,
21332715,free combination,自由组合,
21332716,free drop,自由抛球,
21332717,free hit,自由球;任意球,
21332718,free jump,平地跳高,
21332719,free kick,自由球（足球）,
21332720,free radical,自由基,
21332721,free routine,自由自选,
21332722,free skating,自由型溜冰,
21332723,free solo,无保护徙手攀登,
21332724,free throw,罚球；自由球(水球),
21332725,free walk,自由慢步,
21332726,free zone,无障碍区（排球）,
21332727,freestyle,自由式,
21332728,freestyle footwork,步伐,
21332729,freestyle relay,自由式接力,
21332730,freestyle slalom pair,双人花式绕桩,
21332731,freestyle slalom trick matrix,难度等级表,
21332732,freestyle turn,自由式滚转,
21332733,freestyleBMX,自由式小轮车,
21332734,French Open,法国网球公开赛,
21332735,frequency domain analysis,频率面分析,
21332736,frequency of training,训练频率,
21332737,Friedrich Ludwig Jahn,杨氏体操（德国）,
21332738,front,正面,
21332739,front court,前场,
21332740,front cross-step,掷标枪前的交叉步；掷标枪的前交叉步,
21332741,front diving,向前跳水,
21332742,front handspring to salto elements,前手翻接空翻系列动作,
21332743,front layout position,俯面位置,
21332744,front line,前九洞,
21332745,front pike position,前矛位置,
21332746,front salto elements on floor exercise,地板前空翻系列动作,
21332747,front-row player,前排球员,
21332748,frontal split jump,左右分腿跳,
21332749,full gallop,伸长跑步,
21332750,full ring value,整数环值(整数值),
21332751,full-court press,全场紧逼,
21332752,fumble,个人失误,
21332753,fun,乐趣,
21332754,functionalist theory,功能理论,
21332755,furlong,1/8英里赛马,
21332756,fusen-gachi,不战胜（柔道）,
21332757,Futsal ,室内五人制足球,
21332758,gabarit,验剑架,
21332759,gainer,嘉纳,
21332760,gaining,追及,
21332761,gait,训练步伐,
21332762,gallop,疾驰,
21332763,galloper,疾驰的马,
21332764,game,"局（羽球,网球）",
21332765,game ball,比赛用球,
21332766,game clock,比赛用时钟,
21332767,game point,局末点,
21332768,game timekeeper,球场计时裁判,
21332769,game types,赛事项目种类,
21332770,gaps,间隙,
21332771,gate-line,球门中线,
21332772,gatekeeper,监门员  ,
21332773,gauge,量规,
21332774,Gay Games,同性恋运动会,
21332775,gear ratio,齿轮比,
21332776,gearratios ,齿轮比,
21332777,gender,性别,
21332778,General Association of the International Sports Federations {= GAISF},国际单项运动总会联合会,
21332779,general recall,全部召回,
21332780,general technical meeting,技术会议,
21332781,genetic selection,基因选材,
21332782,genoa,迎风三角帆,
21332783,German New Dance,德国新舞风,
21332784,girth,马腹带,
21332785,give and go,传切战术,
21332786,given touch,击中,
21332787,glance off,轻触,
21332788,glide,滑剑进攻,
21332789,glide thrust,滑刺,
21332790,glissade,滑步（田赛）,
21332791,Global Association of International Sports Federations {= GAISF},国际单项运动总会联合会,
21332792,globalization,全球化,
21332793,glove,手套,
21332794,glucagon,升糖激素,
21332795,gluteal muscles,臀部肌群,
21332796,glycogen supercompensation,肝糖超补法,
21332797,glycogenesis,肝糖合成,
21332798,go afloat,下水,
21332799,go back ten yards,后退10码（足球）,
21332800,goal,球门,
21332801,goal crease,守门员区,
21332802,goal dimensions,球门区,
21332803,goal judges,司门；球门裁判,
21332804,goal judges optional,球门裁判,
21332805,goal kick,球门球,
21332806,goal line,球门线,
21332807,goal posts,球门柱,
21332808,goal scored,进球（足球）,
21332809,goal setting,目标设定,
21332810,goal throw,射门(水球),
21332811,goalie,守门员,
21332812,goalie blocker,守门员阻挡板,
21332813,goalie catcher,守门员手套,
21332814,goalie chest protector,守门员胸部护具,
21332815,goalie leg pads,冰球守门员腿垫,
21332816,goalie pant,守门员裤,
21332817,goalkeeper,守门员,
21332818,goalkeeper penal ties,守门员犯规,
21332819,goals,球门,
21332820,goaltender ,守门员 ,
21332821,goaltending,妨碍中篮,
21332822,gold level events,金牌级赛事,
21332823,golden raid,黄金抢分,
21332824,golf,高尔夫,
21332825,golf course  ,高尔夫球场,
21332826,good foul,良性犯规,
21332827,good lift,成功试举,
21332828,goofy stance,右脚在前,
21332829,googles,泳镜,
21332830,goshi guruma,腰车,
21332831,grabbing the board,抓板,
21332832,Grade 1-9 Curriculum,九年一贯课程,
21332833,grain,草纹,
21332834,grand FITA round,晋级制(射箭),
21332835,grand prix free style,大奖级自由演绎,
21332836,grand prix special,大奖特级,
21332837,grand salute,敬礼,
21332838,Grand slams,四大满贯赛,
21332839,grass court,草地球场,
21332840,greek,小溪,
21332841,green,果岭,
21332842,green edge,果岭边缘,
21332843,green fee  ,果岭费用,
21332844,green issues in sports,运动绿色议题,
21332845,Green Olympic,绿色奥运,
21332846,greenedge ,果岭边缘,
21332847,grief response,悲伤反应,
21332848,grigri,自动确保器,
21332849,grip,握把（网球）；握棍；握桨方法；基本握杆法；握柄胶套；抓球法(保龄球)；标枪的把手处,
21332850,grip types,握拍法,
21332851,groove,剑槽,
21332852,gross,总杆数,
21332853,gross misconduct,严重违例(冰上曲棍球),
21332854,ground jury,场地检查员,
21332855,ground stroke,落地击球,
21332856,ground under repair,待修复区,
21332857,Group Dynamics,团体动力学,
21332858,gtrip,击剑场,
21332859,guard,后卫；防御姿势,
21332860,guarding leg aid,限制腿扶助,
21332861,guest game,客场比赛,
21332862,gutter,球沟,
21332863,gutter ball,下沟球,
21332864,gutters,溢水沟,
21332865,gyaku-jime,逆十字勒,
21332866,gybing,顺风换舷,
21332867,gymnasium,体育馆,
21332868,Gymnastics World Championship,世界体操锦标赛,
21332869,Gyrotonic & Gyrokinesis,禅柔身心技法；脊椎螺旋运动,
21332870,habit,骑装,
21332871,habitus,习性,
21332872,hackamore,马术表演者,
21332873,hadaka-jime,扼勒,
21332874,half counter parry,画半圆防守,
21332875,half counterbeat,画半圆袭打,
21332876,half distance,半弓箭步刺,
21332877,half distance line ,中线,
21332878,half volley,半截击,
21332879,half-lunge,半长刺,
21332880,half-pass,斜横步,
21332881,half-pirouette,后肢半旋转,
21332882,half-time interval,半场休息时间,
21332883,halfpipe,U型道赛(自由车),
21332884,halftime,中场休息,
21332885,halt,停止,
21332886,halter,头勒,
21332887,hammer,一局中最后一个投出石壶的术语,
21332888,hammer cage,链球护笼,
21332889,hammer effective landing area,链球有效落地区,
21332890,hand bearing compass,手持罗经,
21332891,hand blocking,手部格挡,
21332892,hand gallop,慢跑步,
21332893,hand guard,护手盘,
21332894,hand position,手势,
21332895,hand-checking,手部推挡,
21332896,handball,手触球（足球）,
21332897,handhold,握枪,
21332898,handicap,差点；让分比赛,
21332899,handjam,手入缝隙锁住,
21332900,handling,控球,
21332901,handling the ball,手触球,
21332902,handspring and yamashita elements,前手翻与山下跳类型系列动作,
21332903,handspring backward,后手翻,
21332904,handspring elements,手翻系列动作,
21332905,handspring forward,前手翻,
21332906,handspring forward to salto forward with tucked,前手翻接团身前空翻,
21332907,handspring with twist elements,跳马前手翻接转体系列动作,
21332908,handstand with turns elements,倒立移行系列动作,
21332909,hane goshi,弹腰,
21332910,hane-goshi,弹腰,
21332911,hansoku-make,犯规输,
21332912,harai goshi,扫腰,
21332913,harai tsurikomi ashi,钓进顶脚,
21332914,harai-goshi,扫腰,
21332915,harai-tsurikomi-ashi,钓进顶脚,
21332916,hard court,硬地球场,
21332917,hard-driven spike,强攻,
21332918,harness,挂勾衣；攀登时穿著装备,
21332919,hat trick,帽子戏法,
21332920,haunches-in,腰内,
21332921,haunches-out,腰外,
21332922,head,杆头；帆顶,
21332923,head coach,总教练,
21332924,head cut,劈头,
21332925,head guards,拳击头盔,
21332926,head wind,逆风,
21332927,heading,头顶球,
21332928,Health Belief Model {= HBM},健康信念模式,
21332929,health-related physical fitness,健康体适能,
21332930,heat acclimatization,热适应,
21332931,heat cramps,热痉挛,
21332932,heats,分组,
21332933,heavily padded shorts,厚衬垫短裤,
21332934,heavy bag,重量袋,
21332935,heavy-handed,强力控缰,
21332936,hecht roll,挺身鱼跃前滚翻,
21332937,heel caulk,蹄后铁刺,
21332938,heel spike,钉鞋之后跟钉,
21332939,hegemony,文化霸权,
21332940,height of the net,球网高度,
21332941,held ball,争球,
21332942,helicopter,直升机,
21332943,helicopter ball,飞碟球,
21332944,helmet,安全帽,
21332945,help line,补位线,
21332946,help side,补位边（篮球）,
21332947,hematoma ,血肿,
21332948,Henry Hsu,徐亨,
21332949,hierarchical organization of self concept,多阶层自我概念,
21332950,high attacking,上端攻击,
21332951,high bar backward salto dismounts elements,单杠后空翻系列结束动作,
21332952,high bar El-grip and dorsal hang elements,单杠翻握大回环系列动作,
21332953,high bar front salto dismounts elements,单杠前空翻系列结束动作,
21332954,high bar groups,单杠项目组群动作,
21332955,high bar long swing elements,单杠悬垂摆动系列动作,
21332956,High Diving World Cup,高空跳水世界杯赛,
21332957,high elbow pull,高肘划水,
21332958,high guard,高实战姿势,
21332959,high jump,跳高,
21332960,high jump stand ,跳高架,
21332961,high knee run,屈膝抬腿跑,
21332962,high leg kick,高踢腿,
21332963,high stick,超肩（曲棍球）,
21332964,high sticking,高杆,
21332965,High V support,高锐角支撑,
21332966,high volley,高空截击,
21332967,Highlight Routine,精彩自选,
21332968,hill training,山坡跑训练,
21332969,hip circle bwd (hips touching bar),支撑向后腹回环(腹部触杠),
21332970,hip circle fwd (hips touching bar),支撑向前腹回环(腹部触杠),
21332971,hippodrome,马术表演场,
21332972,hips,臀部（滑板）,
21332973,hit,一个石壶击中另一石壶产生位移,
21332974,hit and run,打带跑,
21332975,hit received,刺中;劈中,
21332976,hitch-kick,跨步式跳远 ,
21332977,hitting coach,打击教练,
21332978,hitting the wall,撞墙(跑步),
21332979,hiza guruma,膝车,
21332980,hiza-guruma,膝车,
21332981,Hobbie,霍比式帆船,
21332982,hockey helmet,冰球帽,
21332983,hockey jock,护裆裤,
21332984,hockey mask,冰球守门员面罩,
21332985,hockey skates,冰球鞋,
21332986,holding,持球（排球）,
21332987,holds,静止动作,
21332988,hole ,中锋位置{水球},
21332989,hole-in-one,一杆进洞,
21332990,home advantage,主场优势,
21332991,home bend,最后弯道,
21332992,home game,主场比赛,
21332993,home match,主场比赛,
21332994,home straight and back straight,主道与客道,
21332995,home-team,主队,
21332996,Homo Ludens,游戏人,
21332997,Hong-Ye juvenile baseball team,红叶少棒队,
21332998,honor,优先开球者,
21332999,hook ,钩形摆脱,
21333000,hook and upper cut bag,拳击墙靶,
21333001,hooker,勾球员,
21333002,hooking,球杆勾人；钩握法；勾手,
21333003,hool,蹄,
21333004,Hooliganism,足球流氓,
21333005,hoop,环,
21333006,hop ,单脚跳(三级跳远的第一步) ,
21333007,hopping,单脚跳,
21333008,horizontal bar,单杠,
21333009,horizontal bar flight elements,单杠越杠的脱手腾空再握系列动作,
21333010,horizontal bar flight elements without over bar,单杠无越杠的脱手腾空再握系列动作,
21333011,horizontal bar giant swing,单杠大回环,
21333012,horizontal bar In bar elements,单杠近杠系列动作,
21333013,horizontal jumps,水平腾越系列,
21333014,horse blanke,鞍褥,
21333015,horse gea,马具,
21333016,horse inspection,马体检查,
21333017,horse racing,赛马,
21333018,horse tack,马具,
21333019,horse-riding,骑马,
21333020,horseback,马背,
21333021,horseman,骑手,
21333022,horsemanship,马术,
21333023,house ball,公球,
21333024,hull,船体,
21333025,hunting,田猎,
21333026,hunting crop,马鞭,
21333027,hurdle,栏架,
21333028,hurdle race,栏架赛事项目,
21333029,hurdle races,障碍赛,
21333030,hurdles,栏架,
21333031,hybridity,混合,
21333032,hydration,补充水份,
21333033,hypokinetic diseases,运动不足症,
21333034,ice box,冰桶,
21333035,ice hockey,冰球; 冰上曲棍球；冰球运动,
21333036,ice hockey girdle ,冰球紧身防护裤,
21333037,ice hockey pant,冰球裤,
21333038,ice skates,冰鞋,
21333039,iceberg profile,冰堡剖面图,
21333040,icing,结冰(球越位),
21333041,ID number,ID 识别码,
21333042,identity,认同,
21333043,Ideokinesis,意动法,
21333044,iliotibial band friction syndrome {= ITBS}； iliotibial band syndrome {= ITBFS},髂胫束摩擦症候群;髂胫束症候群,
21333045,illegal batted ball,违规击球,
21333046,illegal caught ball,违规接球,
21333047,illegal collision,非法冲撞,
21333048,illegal pitcher,违规投手,
21333049,illegal re-entry,违规再上场,
21333050,illusion,幻象,
21333051,Illusions,依柳辛,
21333052,imagined community,想像共同体,
21333053,immunity,豁免,
21333054,impact,击球瞬间(网球),
21333055,impede ,阻碍,
21333056,Imperialism,帝国主义,
21333057,impingement syndrome,夹挤症候群,
21333058,impression management,形象管理,
21333059,impression score,印象分数,
21333060,improvisation,即兴,
21333061,impulse,冲量,
21333062,impulse-momentum relationship,冲量-动量关系,
21333063,in back of alternating arm movements,后交叉划水,
21333064,in front of alternating arm movements,前交叉划水,
21333065,in irons ,无法航行区,
21333066,in-fighter,短距离拳手,
21333067,inanimate object,静态物体,
21333068,incoming runner,传棒运动员,
21333069,Indigenous Games,原住民运动会,
21333070,indirect free kick ,间接自由球,
21333071,individual diving,单人跳水,
21333072,individual exercises,个人项目,
21333073,individual medley,个人混合式,
21333074,individual Pursuit,个人追逐赛,
21333075,individual recall,个别召回,
21333076,individual time trial,个人计时公路赛,
21333077,individual UCI world ranking,个人世界排名,
21333078,individual UCI world ranking - stage races ,多日赛个人世界排名,
21333079,individual UCI worldranking - one-day races,单日赛个人世界排名,
21333080,Individual Zones of Optimal Functioning  {= IZOF},个人最适功能区域,
21333081,individuation,个体化,
21333082,indoor competitions,室内赛,
21333083,indoor cycling,室内单车,
21333084,indoor hockey,室内曲棍球,
21333085,indoor meet,室内运动会,
21333086,indoor stadium,室内运动场,
21333087,indoor track,室内跑道,
21333088,induce drag,诱导阻力,
21333089,inductive reasoning,归纳推理,
21333090,ineligible player,失格球员,
21333091,infielder,内野手（棒球）,
21333092,influence area ,影响区域 ,
21333093,inhibitory control,抑制控制,
21333094,initial stance,开始姿势,
21333095,initiating motivation,引起动机,
21333096,inline downhill,滑轮降速,
21333097,inline skates,直排轮鞋,
21333098,inline speed skating,竞速溜冰场地赛,
21333099,inner kick,内挂踢,
21333100,inner lane ,内圈,
21333101,innervation ratio,神经支配率,
21333102,insert target,插入式靶纸,
21333103,inside edging,内侧踩法,
21333104,inside kick,内侧踢,
21333105,inspectors of turns,转身检查员,
21333106,instep kick,足背踢,
21333107,integrity code of conduct,诚信准则,
21333108,Intentional Bases on Ball,故意四坏球,
21333109,Intentionally dropped fly ball,故意落球,
21333110,interactionist theory,互动理论,
21333111,intercept,截球,
21333112,intercollegiate sport activities,校际体育活动,
21333113,interference,妨碍（棒球）,
21333114,interleague play,跨联盟比赛,
21333115,interlocking grip,互锁式握杆法,
21333116,intermediate 1,第一中级,
21333117,intermediate 11,第二中级,
21333118,intermediate sprints,中途冲刺点,
21333119,intermission,中场休息,
21333120,International Association of Athletics Federations {= IAAF},国际田径总会,
21333121,International Bowling Federation{=IBF},国际保龄球总会,
21333122,International Bowling Museum and Hall of Fame (IBM/HF),国际保龄球博物馆,
21333123,International Boxing Association Open Boxing Competition Boxer of Age Classification (AOB),国际拳击协会公开赛拳击选手年龄分级,
21333124,International Boxing Association Open Boxing Competition Boxer Weight Classifications (AOB),国际拳击协会公开赛拳击选手体重分级,
21333125,"International Boxing Association,{=IBA}",国际拳击协会,
21333126,International Children's Games ( ICG),国际青少年运动会,
21333127,International Committee of Sports for Deaf  {= ICSD},国际听障运动总会,
21333128,"International Cycling Union,{=UCI}",国际自由车总会,
21333129,International Federation of Adapted Physical Activity {= IFAPA},国际适应体育运动协会,
21333130,International Federation of Gymnastics{=IFG},国际体操联合会,
21333131,International Federation of Sport Climbing{=IFSC},国际运动攀登总会,
21333132,international figure categories,国际规定动作类别,
21333133,International Fistball Association {= IFA},国际浮士德球总会,
21333134,"International Ice Hockey Federation,{=IIHF}",国际冰球联合会,
21333135,international modern pentathlon union{=IMPU},国际现代五项运动总会,
21333136,International Olympic Committee {= IOC},国际奥林匹克委员会,
21333137,International Paralympic Committee {= IPC},国际帕拉林匹克委员会,
21333138,International Roller Skating Federation{=FIRS},国际滑轮联合会,
21333139,"International Sailing Federation,ISAF",国际帆船总会,
21333140,International School Sport Federation {= ISF},国际学校体育总会,
21333141,"International Shooting Sport Federation,{=ISSF}",国际射击运动联盟,
21333142,International Society of Biomechanics in Sports {= ISBS},国际运动生物力学学会,
21333143,international starters,国际起点裁判(田径),
21333144,International Table Tennis Federation  {= ITTF},国际桌球总会,
21333145,International Technical Officials {= ITOs},国际技术委员,
21333146,International Tennis Federation {= ITF},国际网球总会,
21333147,International Triathlon Union{=ITU},国际铁人三项联盟,
21333148,International University Sports Federation  {= FISU},国际大学运动总会,
21333149,International Weightlifting Federation{=IWF},国际举重总会,
21333150,International World Games Association  {= IWGA},国际世界运动总会,
21333151,interruption of a match,阻挠比赛,
21333152,interval,局间休息（排球）,
21333153,interval running,间歇训练,
21333154,interval training,间歇训练,
21333155,invalid,无效部位,
21333156,invalid target,无效部位,
21333157,invalid touch,刺中无效,
21333158,inverted cross elements on rings,吊环倒十字系列动作,
21333159,inverted penhold backhand,直拍横打,
21333160,inverted rubber,平面胶皮,
21333161,inverted-U hypothesis,倒U字型假说,
21333162,inverts,倒立,
21333163,invitation,引诱;挑引,
21333164,invitation in octave,八分位姿势挑引,
21333165,invitation in prime,一分位姿势挑引,
21333166,invitation in quartel,四分位姿势挑引,
21333167,invitation in quintet,五分位姿势挑引,
21333168,invitation in seconde,二分位姿势挑引,
21333169,invitation in septime,七分位姿势挑引,
21333170,invitation in sixtet,六分位姿势挑引,
21333171,invitation in tierce,三分位姿势挑引,
21333172,invito,挑引,
21333173,inward diving,向内跳水,
21333174,Ippon,一胜,
21333175,ippon seoi nage,单臂过肩摔,
21333176,ippon-seoi-nage,单臂过肩摔,
21333177,iron,铁杆,
21333178,ironman triathlon,超级铁人三项,
21333179,isokinetic contraction,等速收缩,
21333180,isokinetic exercises,等速运动,
21333181,isometric contraction,等长收缩,
21333182,isometric exercises,等长运动,
21333183,isotonic contraction,等张收缩,
21333184,isotonic exercises,等张运动,
21333185,ISSF ranking system,国际射击运动联盟排名系统,
21333186,ITU-Long Distance (O2),ITU-长距离 (O2),
21333187,ITU-Long Distance (O3),ITU-长距离 (O3),
21333188,IWF officials’table,国际举重总会职员席,
21333189,IWF World Championships,世界举重锦标赛,
21333190,IWF-licensed ,国际举重总会认证,
21333191,jab,刺拳,
21333192,javelin,标枪,
21333193,javelin effective landing area,标枪有效著地区,
21333194,javelin throw,掷标枪,
21333195,javelin throw runway,标枪助跑道,
21333196,jerk,上挺,
21333197,jersey,车衣,
21333198,jeté,反跨跳,
21333199,jigokujime,地狱勒,
21333200,jockey for position,卡位,
21333201,jogging,跑步,
21333202,Johan Huizinga,怀金格,
21333203,Johaun Friedrich Gutsmuths,顾兹姆斯,
21333204,join maul from the side,加入乱集团,
21333205,join ruck from the side,加入拉克,
21333206,joint holders,纪录共同保持者,
21333207,journalism,新闻学,
21333208,judge at the finish,终点裁判,
21333209,judge at the start,起点裁判,
21333210,judge the execution,技术分,
21333211,judge the synchronisation,同步分,
21333212,judge-referee,裁决员,
21333213,judges,裁判；评分员；副审(柔道),
21333214,judges of stroke,姿势检查员,
21333215,judo,柔道,
21333216,Jui-Yueh Tsai,蔡瑞月,
21333217,jump,跳跃(三级跳远的第三步),
21333218,jump ball,争球；跳球,
21333219,jump double kick,空中两脚旋踢,
21333220,jump serve,跳跃发球,
21333221,jumper's knee,跳跃者膝,
21333222,jumping,超越障碍,
21333223,jumping course,障碍赛跑道,
21333224,jumping events,跳部赛事,
21333225,jumping jack,开合跳,
21333226,jumping pit,沙坑,
21333227,jumping saddle,障碍赛马鞭,
