ID,英文詞彙,中文詞彙,更新日期
21370851,furfural,糠醛,2025-06-24
21370852,furfuryl alcohol,糠醛乙醇,2025-06-24
21370853,furfuryl alcohol resin,糠醇树脂,2025-06-24
21370854,furmaric,延胡索酸；富马酸；紫堇酸；地衣酸；反丁烯二酸,2025-06-24
21370855,fusion face,熔融面,2025-06-24
21370856,fusion penetration,熔融渗透,2025-06-24
21370857,gallery deck,{航母}艉部下甲板；{客船}艉部散步甲板,2025-06-24
21370858,games deck,游戏甲板；娱乐甲板,2025-06-24
21370859,garage deck,车库甲板,2025-06-24
21370860,gas arc welding,气体保护电弧銲,2025-06-24
21370861,gas e-fuel,气态电子燃料,2025-06-24
21370862,gas flow counter,流体气体计数计,2025-06-24
21370863,gas metal-arc welding,金属极气体保护电弧銲；熔化极气体保护銲,2025-06-24
21370864,gas mixture metal arc welding,金属极混合气体保护电弧銲,2025-06-24
21370865,gas temperature density sensor,燃气温度密度感测器,2025-06-24
21370866,gas tungsten-arc welding,钨极气体保护电弧銲；钨极气体保护銲,2025-06-24
21370867,Gaussian distribution,高斯分布；常态分布；正态分布,2025-06-24
21370868,Geiger-tube,盖格计数管,2025-06-24
21370869,Ge-Li detector,锗-锂探测仪；锗-锂侦检器,2025-06-24
21370870,general computer,通用计算机,2025-06-24
21370871,general navigation,航海学；航海；航运,2025-06-24
21370872,general navigation model,通用导航模型,2025-06-24
21370873,general purpose computer,通用计算机,2025-06-24
21370874,generalized coordinate,广义座标,2025-06-24
21370875,generalized damping,广义阻尼,2025-06-24
21370876,generalized fluid action,广义流体作用；广义流体作用力,2025-06-24
21370877,generalized force,广义力,2025-06-24
21370878,generalized mass,广义质量,2025-06-24
21370879,generalized stiffness,广义劲度,2025-06-24
21370880,generalized wave force,广义波浪力,2025-06-24
21370881,generic sensor format (GSF),通用传感器格式,2025-06-24
21370882,glass reinforced plastics deck,玻璃纤维强化塑胶甲板,2026-05-11
21370883,global navigation satellite system (GNSS),全球卫星导航系统,2025-06-24
21370884,global standard,全球性标准,2025-06-24
21370885,glutaraldehyde solution,戊二醛溶液,2025-06-24
21370886,glycidyl ester of C10 trialklacetic acid,C10三烷基醋酸环氧丙酯,2025-06-24
21370887,graphic processing unit (GPI),图形处理器,2025-06-24
21370888,grappling anchor,小艇锚；多爪锚,2025-06-24
21370889,grating deck,格栅甲板,2025-06-24
21370890,gravity anchor,重力锚,2025-06-24
21370891,gray zone strategy,灰色海域战略,2025-06-24
21370892,great-circle computer,大圆航行要素计算机,2025-06-24
21370893,grid navigation,网格座标航行法,2025-06-24
21370894,group,支队,2025-06-24
21370895,Gruson Heim's anchor,格鲁森-海姆锚；转爪无杆锚,2025-06-24
21370896,guidance computer,制导系统电脑；导航电脑,2025-06-24
21370897,Gumbel distribution,耿贝尔分布,2025-06-24
21370898,Gumbel plot,耿贝尔分布图；耿贝尔图,2025-06-24
21370899,gun deck,火炮甲板,2025-06-24
21370900,gun error computer,大炮瞄准误差计算机,2025-06-24
21370901,gunfire data computer,射击数据计算机,2025-06-24
21370902,guy anchor,绷索锚,2025-06-24
21370903,gyro angle,罗经角,2025-06-24
21370904,gyro erected optical navigation,陀螺光学导航；陀螺罗经光学导航,2025-06-24
21370905,gyro repeater,子罗经；电罗经复示器,2025-06-24
21370906,gyroscopic computer,陀螺计算机,2025-06-24
21370907,half deck,半甲板；平台甲板；后部甲板{指帆船由主桅至后桅段之甲板},2025-06-24
21370908,Hall's anchor,山字锚；霍尔锚,2025-06-24
21370909,handling deck,{渔船}加工甲板,2025-06-24
21370910,harbor echo range and listening devices (HERALD),港口防御声纳装置,2025-06-24
21370911,harbour use stock anchor,港用有杆锚,2025-06-24
21370912,hard fouling,硬污垢；硬质积垢,2025-06-24
21370913,harpin,临时牵条,2025-06-24
21370914,hauling-off anchor,退滩锚,2025-06-24
21370915,hawse-jackass,锚链孔防水塞；锚链筒下端塞；防浪软包,2025-06-24
21370916,hawsepiece,锚链孔肋材{木船},2025-06-24
21370917,hazard and operability studies (HAZOP),危险与可操作性分析,2025-06-24
21370918,hazard identification,危险辨识；危害识别,2025-06-24
21370919,hazard probability,危险机率,2025-06-24
21370920,head anchor,船首锚；主锚,2025-06-24
21370921,head first design pattern,深入浅出设计模式,2025-06-24
21370922,heat sensor,热感测器,2025-06-24
21370923,heating time,加热时间,2025-06-24
21370924,heave to,停进；顶风停船；顶风缓航；顶风漂泊,2025-06-24
21370925,hedgehog,刺猬弹；刺猬炮,2025-06-24
21370926,height sensor,高度感测器{水翼船},2025-06-24
21370927,heliport deck,直升机平台甲板,2025-06-24
21370928,heptanol,庚醇,2025-06-24
21370929,heptyl acetate,醋酸庚酯,2025-06-24
21370930,Herald equipment,港口防御声纳装置设备,2025-06-24
21370931,heterogeneous joint,异质接头,2025-06-24
21370932,hexamethylenediamine solution,己二胺溶液,2025-06-24
21370933,hexamethylenemine,六次甲基亚胺,2025-06-24
21370934,hexene,己烯,2025-06-24
21370935,hexyl acetate,醋酸己酯,2025-06-24
21370936,hidden arc welding,埋弧銲,2025-06-24
21370937,high level processing,高层次处理,2025-06-24
21370938,high pressure pulse,高压脉冲,2025-06-24
21370939,high resolution picture,高解析度图像,2025-06-24
21370940,high-precision DVL calibration,高精度都卜勒速度纪录仪校正,2025-06-24
21370941,high-resolution deep-floor survey,高解析度深海底调查,2025-06-24
21370942,hinged car deck,绞接式装车甲板,2025-06-24
21370943,hinged end,绞接端,2025-06-24
21370944,hold deck,货舱甲板,2025-06-24
21370945,hold space,货舱空间；舱间；货舱,2025-06-24
21370946,holding oven,保温炉,2025-06-24
21370947,hollow fluke anchor,空心锚爪锚,2025-06-24
21370948,holy grail,神圣目标,2025-06-24
21370949,homogeneous joint,同质接头,2025-06-24
21370950,horizontal resolution,水平向解析度,2025-06-24
21370951,host computer,主计算机；伺服主机；网路伺服器,2025-06-24
21370952,hotel deck,住舱甲板；起居甲板,2025-06-24
21370953,house deck,甲板室甲板；舱室甲板,2025-06-24
21370954,hull emergence,船体出水量；船体浮出水面量,2025-06-24
21370955,hull protection,船体防护,2025-06-24
21370956,hull side,船体侧面；船侧部,2025-06-24
21370957,human error analysis,人因失误分析；人为差错分析；人为错误分析,2025-06-24
21370958,human reliability,人因可靠度,2025-06-24
21370959,humanware,使用人介面体；人文软体；人体智能,2025-06-24
21370960,hybrid computer,{类比数位}混合式电脑,2025-06-24
21370961,hydrochloric acid,盐酸,2025-06-24
21370962,hydrogen engine,氢燃料引擎；氢气发动机；氢发动机；氢燃料内燃机,2025-06-24
21370963,hydrogen peroxide solution,过氧化氢溶液,2025-06-24
21370964,hydrostatic anchor,静水压锚,2025-06-24
21370965,hydroxyethyl acrylate,丙烯酸羟乙酯,2025-06-24
21370966,hyperbolic navigation,双曲线导航；双曲线航行,2025-06-24
21370967,hyperbolic navigation system,双曲线导航系统；双曲线航行系统,2025-06-24
21370968,ice patrol service,冰情侦查勤务,2025-06-24
21370969,ice routing,冰区{最佳}航线规划,2025-06-24
21370970,identification mark,识别标志 {钢板},2025-06-24
21370971,IMO ship identification number,IMO船舶识别码,2025-06-24
21370972,Imperial Units (IU),英制单位,2025-06-24
21370973,importance index method (II),重要指数法,2025-06-24
21370974,impurity,杂质,2025-06-24
21370975,inaccuracy,不准确性；不准确度,2025-06-24
21370976,incidence rate,发生率,2025-06-24
21370977,incident,偶发事件,2025-06-24
21370978,incident potential matrix,事件可能性矩阵,2025-06-24
21370979,inclined protective deck,倾斜防护甲板,2025-06-24
21370980,index,指数；幂；系数；指标；{刻度盘} 指针；索引；目录；刻度头{钻床},2025-06-24
21370981,inertial navigation,惯性航行,2025-06-24
21370982,inertial navigation computer,惯性导航电脑,2025-06-24
21370983,inertial sensor,惯性感测器,2025-06-24
21370984,infiltration,浸润；渗入；渗透 {钎銲名词},2025-06-24
21370985,information technology (IT),资讯科技,2025-06-24
21370986,infrared (IR),红外线,2025-06-24
21370987,infrared radiation search-target device (IRSTD),红外线搜索目标设施,2025-06-24
21370988,infrared target simulator,红外线目标模拟器,2025-06-24
21370989,infrastructure as-a-service (IaaS),基础设施即服务；基础架构即服务,2025-06-24
21370990,Inglefield anchor,英格尔菲尔德锚{一种无杆、半平衡爪锚},2025-06-24
21370991,initial appraisal calculation,初始评估计算,2025-06-24
21370992,inland navigation,内河航行,2025-06-24
21370993,inshore navigation,近岸航行,2025-06-24
21370994,instrument navigation,仪表导航,2025-06-24
21370995,insulated cargo space,绝热货舱空间,2025-06-24
21370996,integrated bridge electronic system (IBES),整合式桥楼电子系统；桥楼电子整合系统,2025-06-24
21370997,integrated bridge system (IBS),整合舰桥系统；综合船桥系统,2025-06-24
21370998,integrated cargo electronic system (ICES),整合式货物装卸电子系统,2025-06-24
21370999,integrated computer,整合式计算机；类比数位两用计算机,2025-06-24
21371000,integrated inertial sensor,整合惯性感测器,2025-06-24
21371001,integrated management administration system (IMAS),整合式船务管理系统；整合式企业管理系统,2025-06-24
21371002,integrated navigation,综合导航,2025-06-24
21371003,integrated ship electronic system (ISES),整合式船舶电子系统；船舶电子整合系统,2025-06-24
21371004,integrated ship instrumentation system (ISIS),整合式船舶仪器设备 {电子} 系统,2025-06-24
21371005,intelligence machinery (IM),智能机器,2025-06-24
21371006,intercoastal navigation,国内沿海航行；两岸间航行,2025-06-24
21371007,interior passageway,内通道,2025-06-24
21371008,internal deck,船体内部甲板,2025-06-24
21371009,internal navigation,国内航行,2025-06-24
21371010,International code of safety for ships operating in polar waters (Polar Code),船舶航行极区水域规程,2025-06-24
21371011,"International Convention on Standards of Training, Certification and Watchkeeping for Seafarers (STCW convention)",航海人员训练、发证及航行当值标准国际公约,2025-06-24
21371012,international safety management code (ISM code),国际安全管理章程,2025-06-24
21371013,international terrestrial radio station,国际无线电广播电台,2026-05-14
21371014,internet of things (IoT),物联网,2025-06-24
21371015,inverted trough,倒槽,2025-06-24
21371016,ionization chamber,电离室,2025-06-24
21371017,ionization chamber detector,电离室型{辐射}探测仪,2025-06-24
21371018,ionization detector,离子烟雾检测器,2025-06-24
21371019,ionization sensor,离子烟雾感测器,2025-06-24
21371020,irregular sea,不规则波；不规则海面,2025-06-24
21371021,irregular unidirectional wave profile,不规则单向波形,2025-06-24
21371022,IRSTD sensor,红外线搜索目标感测器,2025-06-24
21371023,isoamyl acetate,醋酸异戊酯,2025-06-24
21371024,isobutyl acetate,醋酸异丁酯,2025-06-24
21371025,isobutyl acrylate,丙烯酸异丁酯,2025-06-24
21371026,isobutyraldehyde,异丁醛,2025-06-24
21371027,isomer,同分异构物,2025-06-24
21371028,isophorone diisocyanate,异佛尔酮二异氰酸盐,2025-06-24
21371029,isophoronediamine,异佛尔酮二胺,2025-06-24
21371030,isoprene,异戊间二烯,2025-06-24
21371031,isopropanolamine,异丙醇胺,2025-06-24
21371032,isopropyl ether,异丙醚,2025-06-24
21371033,isopropylamine,异丙胺,2025-06-24
21371034,isopropylbenzene,异丙基苯,2025-06-24
21371035,isotropic plate theory,等方性板理论,2025-06-24
21371036,isovaleraldehyde,异戊醛,2025-06-24
21371037,IT industry,资讯科技产业,2025-06-24
21371038,Java,Java语言 {网际网路常用的一种电脑程式语言},2025-06-24
21371039,Java AI,Java 语言人工智慧,2025-06-24
21371040,jetted suction anchor,喷水下埋锚；抽水罩形锚,2025-06-24
21371041,joining by welding,以銲接方法接合,2025-06-24
21371042,joint exercises,联合演习,2025-06-24
21371043,joint welding,接合銲接,2025-06-24
21371044,jury anchor,临时锚；应急锚,2025-06-24
21371045,keep cost down,降低成本,2025-06-24
21371046,kelp weed,巨藻；大海带杂草；大型褐藻,2025-06-24
21371047,kerf,切口,2025-06-24
21371048,key parameter,关键参数,2025-06-24
21371049,keyhole,键孔；锁孔,2025-06-24
21371050,keyhole technique,锁孔技术,2025-06-24
21371051,labor cost,人工成本,2025-06-24
21371052,labor man-hours,工时；工作时数；人时,2025-06-24
21371053,laid deck,顺舷窄条木甲板,2025-06-24
21371054,lamp-post navigation,灯标导航,2025-06-24
21371055,landmark navigation,地文航海；地标导航法,2025-06-24
21371056,Laplace equation,拉普拉斯方程,2025-06-24
21371057,large language model (LLM),大型语言模型,2026-05-14
21371058,lashing bridge,拉系船桥；绑扎桥；拉系平台,2025-06-24
21371059,level of corrosion,腐蚀程度,2025-06-24
21371060,level of risk,风险程度；风险水准,2025-06-24
21371061,lido deck,游泳池甲板,2025-06-24
21371062,life saving equipment,救生设备,2025-06-24
21371063,life-support equipment,{深潜器}生命保障设备,2025-06-24
21371064,liftboat navigation,救生艇航海术；救生艇航法,2025-06-24
21371065,limit state design (LSD),极限状态设计法,2025-06-24
21371066,line planning,路线规划,2025-06-24
21371067,linear matrix inequality (LMI),线性矩阵不等式,2025-06-24
21371068,linguistics,语言学,2025-06-24
21371069,liquid e-fuel,液态电子燃料,2025-06-24
21371070,liquid scintillation counter,液体闪烁计数器,2025-06-24
21371071,load and resistance factor design (LRFD),负荷与抵抗力因子设计法,2025-06-24
21371072,local monitoring services (LMS),区域型监测服务,2025-06-24
21371073,local resonant phononic crystal (LRPC),局部共振声子晶体,2025-06-24
21371074,local weldability,局部可銲性,2025-06-24
21371075,long frond,长复叶体海生物,2025-06-24
21371076,long poop deck,长艉艛甲板,2025-06-24
21371077,long range and tactical navigation,远程战术导航系统；远程战术航行,2025-06-24
21371078,longitudinal bend test,纵向弯曲试验,2025-06-24
21371079,longitudinal bend test specimen,纵向弯曲试片,2025-06-24
21371080,longitudinal stress computer,{船体}纵向应力计算机,2025-06-24
21371081,Loran navigation,罗远导航；罗兰无线电导航,2025-06-24
21371082,Loran signal simulator,罗远信号模拟器,2025-06-24
21371083,low level processing,低层次处理,2025-06-24
21371084,low pressure trough,低压槽,2025-06-24
21371085,lower sonar frequency,较低声纳频率,2025-06-24
21371086,lowermost deck,最下层甲板,2025-06-24
21371087,machine language (ML),机器语言,2025-06-24
21371088,machine learning,机器学习,2025-06-24
21371089,machinery centralized control system (MCCS),机械集中控制系统,2025-06-24
21371090,machinery control system (MCS),机械控制系统,2025-06-24
21371091,machinery intelligence (MI),机器智能,2025-06-24
21371092,machine-type communication (MTC),机器型态通讯,2025-06-24
21371093,macroscopic examination,巨观检查,2025-06-24
21371094,magnetic sensor,磁感测器；磁性感测器,2025-06-24
21371095,magnetoelectric sensor,电磁探头；电磁感测器,2025-06-24
21371096,main control station console (MCSC),主控制台,2025-06-24
21371097,maintenance planning system,维保规划系统；维护保养规划系统,2025-06-24
21371098,major structure,主要结构,2025-06-24
21371099,maleic anhydride (MAH),马来酐；男性酸酐,2025-06-24
21371100,management commitment,安全承诺,2025-06-24
21371101,maneuvering simulator,操纵模拟器,2025-06-24
21371102,manifold center deck,管汇甲板；集管中心甲板,2025-06-24
21371103,manning level and crew competence,员额配赋基准及船员能力；员额配置基准及船员能力；水手水平及船员能力,2025-06-24
21371104,marine accident,海上事故,2025-06-24
21371105,marine casualty,海难事故,2025-06-24
21371106,marine disaster,海难；海上事故,2025-06-24
21371107,marine electric equipment,船用电气设备,2025-06-24
21371108,marine equipment,船用设备；海上设备,2025-06-24
21371109,marine growth,海生物,2025-06-24
21371110,marine incident,海上事件,2025-06-24
21371111,marine loading computer,船用装载电脑,2025-06-24
21371112,marine navigation,航海,2025-06-24
21371113,maritime casualty,海难事故,2025-06-24
21371114,maritime industry,海洋事业,2025-06-24
21371115,maritime navigation,航海学；航海；航运,2025-06-24
21371116,market requirement document (MRD),市场需求文档,2025-06-24
21371117,Martin's anchor,有杆转爪锚；马丁锚,2025-06-24
21371118,Martroscov anchor,马特洛索夫锚,2025-06-24
21371119,master computer,主计算机,2025-06-24
21371120,material backing,材料背衬,2025-06-24
21371121,material thickness,母材厚度；材料原度,2025-06-24
21371122,maximum repetitive amplitude (MRA),最大重复振福,2025-06-24
21371123,maximum response,最大反应,2025-06-24
21371124,maximum take-off mass (MTOM),最大起飞质量,2025-06-24
21371125,maximum take-off weight (MTOW),最大起飞重量,2025-06-24
21371126,maximum throat thickness,最大喉深,2025-06-24
21371127,m-chlorotoluene,间氯甲苯,2025-06-24
21371128,meaconing,航标干扰法,2025-06-24
21371129,mean bias,平均偏差,2025-06-24
21371130,mean characteristic period,平均特征周期,2025-06-24
21371131,mean square response,均方反应,2025-06-24
21371132,measuring sensor,量测元件,2025-06-24
21371133,mechanical computer,机械式计算机,2025-06-24
21371134,mechanical strain gauge,机械式应变计,2025-06-24
21371135,melt run,熔化道,2025-06-24
21371136,melting rate,熔融速率；熔化率,2025-06-24
21371137,melting time,熔融时间,2025-06-24
21371138,membrane-type resonator,薄膜式共振器,2025-06-24
21371139,mercaptobenzothiazol,硫基苯并噻唑；2-巯基醇基苯并噻唑钠盐,2025-06-24
21371140,"mercaptobenzothiazol,sodium salt solution",硫胴苯𠵔噻唑盐溶液,2025-06-24
21371141,mesh generation,网格生成,2025-06-24
21371142,mesityl oxide,异亚丙基丙酮,2025-06-24
21371143,metadata conversion,后设资料转换；诠释资料转换,2025-06-24
21371144,metal arc inert gas welding (MIG),金属惰气电弧銲；惰性气体遮护金属电弧銲；惰性气体保护金属极电弧銲；熔化极惰性气体保护电弧銲,2025-06-24
21371145,metal inert gas arc welding,惰性气体遮护金属电弧銲；惰性气体保护金属极电弧銲；熔化极惰性气体保护电弧銲,2026-05-11
21371146,metal inert gas spot welding,惰性气体保护金属极点銲,2025-06-24
21371147,metal inert gas welding (MIG),熔化金属极惰性气体保护銲,2025-06-24
21371148,metallurgical deviation,冶金变异,2025-06-24
21371149,metamaterial,超材料；超颖材料,2025-06-24
21371150,meteo sensor,气象感测器,2025-06-24
21371151,meteorological sensor,气象感测器,2025-06-24
21371152,meteorological service,气象服务,2025-06-24
21371153,metrewave  radar,米波雷达 {波长1m以上，工作频率30~300MHz},2026-05-11
21371154,methacrylic acid,甲基丙烯酸,2025-06-24
21371155,methacrylonitrile,甲基丙烯腈,2025-06-24
21371156,methyl acrylate,丙烯酸甲酯,2025-06-24
21371157,methyl amyl ketone,甲基戊基酮,2025-06-24
21371158,methyl formate,甲酸甲酯,2025-06-24
21371159,methyl methacrylate (MMA),甲基丙烯酸甲酯,2025-06-24
21371160,methyl salicylate,水杨酸甲酯,2025-06-24
21371161,methylamine solution,甲胺溶液,2025-06-24
21371162,methylamyl acetate,乙酸甲基戊酯,2025-06-24
21371163,methylamyl alcohol,甲基(代)戊醇,2025-06-24
21371164,metric units,公制单位,2025-06-24
21371165,mezzanine deck,夹层甲板,2025-06-24
21371166,Michell's anchor,螺旋形锚；米契尔锚,2025-06-24
21371167,microcircuit digital computer,微型电路数位电脑,2025-06-24
21371168,Microprocessor without Interlocked Pipeline Stage (MIPS),不含连锁机制的管线阶层微处理器,2025-06-24
21371169,micro-programmed computer,微程序控制电脑,2025-06-24
21371170,microscopic examination,显微检验；微观检查 ,2025-06-24
21371171,middle deck,中甲板；中层甲板,2025-06-24
21371172,millimeter wave laser,毫米波雷射,2025-06-24
21371173,mm-wave radar,毫米波雷达 {波长1~10mm，工作频率30~300GHz},2026-05-11
21371174,Million Instruction Per Second (MIPS),每秒百万指令,2025-06-24
21371175,mine deck,布放水雷甲板；水雷甲板,2025-06-24
21371176,mining deck,布雷甲板,2025-06-24
21371177,missile fire control computer,飞弹火控电脑,2025-06-24
21371178,mission equipment package (MEP),成套任务设备；任务设备套件,2025-06-24
21371179,mission equipment specification (MES),任务设备规范,2025-06-24
21371180,mixed gas-shield metal arc welding,混合气体保护电弧銲；混合气体保护金属极电弧銲,2025-06-24
21371181,mixture of sulphuric and nitric acids,硫酸与硝酸混合物,2025-06-24
21371182,modal period,模态周期,2025-06-24
21371183,mode of choice (MOC),选择模式,2025-06-24
21371184,mode of operation,操船模式；作业模式,2025-06-24
21371185,mode-locked fiber laser source,锁模光纤雷射光源,2025-06-24
21371186,mollusc,软体动物,2025-06-24
21371187,mollusk,软体动物,2025-06-24
21371188,monitoring and control system (MCS),监控系统,2025-06-24
21371189,monkey deck,短艏艛甲板；锚链甲板,2025-06-24
21371190,moorfast anchor,快速系泊锚,2025-06-24
21371191,mooring deck,系船甲板,2025-06-24
21371192,mooring hawse,导索孔；导缆孔,2025-06-24
21371193,morpholine,"1,4氧氮陆圜；吗啉；1,4-氧氮杂环己烷；四氢-1,4-恶嗪；二亚乙基亚胺氧化物",2025-06-24
21371194,most probable extreme value,最可能极值,2025-06-24
21371195,most probable response,最可能反应,2025-06-24
21371196,motor fuel anti-knock compound,发动机燃料防爆化合物,2025-06-24
21371197,motorcar deck,汽车甲板；车辆甲板,2025-06-24
21371198,movable deck,可动甲板；移动式甲板,2025-06-24
21371199,movable decking,活动平台,2025-06-24
21371200,mud anchor,泥底锚；蕈形锚,2025-06-24
21371201,multi-beam echo sounder,多波束回声测深仪,2025-06-24
21371202,multibeam sonar survey system,多波束声纳测量系统；多波束水下量测超声仪,2025-06-24
21371203,multibeam survey system (MBSS),多波束测深系统,2025-06-24
21371204,multimode coupled waveguide acoustic sensor,多模偶合波导声波感测器,2025-06-24
21371205,multiple joint,多件接头,2025-06-24
21371206,multiple opening and closing net environmental sampling system (MOCNESS),多重开闭网式环境采样系统,2025-06-24
21371207,multiple-head welding machine,多枪銲接机,2025-06-24
21371208,multi-ship maneuvering simulator (MSMS),多船操纵情况模拟器,2025-06-24
21371209,mussel,贻贝；淡菜,2025-06-24
21371210,mussel community,贻贝群落,2025-06-24
21371211,"N,N-dimethylcyclohexylamine","N,N-二甲基环己胺",2025-06-24
21371212,name of ship,船名,2025-06-24
21371213,N-aminoethylpiperazine,N-胺基乙基六氢吡𠯤；胺乙基哌吡𠯤,2025-06-24
21371214,n-amyl acetate,醋酸戊酯；醋酸正戊酯；乙酸正戊酯,2025-06-24
21371215,naphthalene,萘,2025-06-24
21371216,narrow banded spectrum,窄带频谱；窄带谱；窄频带谱,2025-06-24
21371217,National Environment Research Council (NERC),{英}国家环境研究委员会,2025-06-24
21371218,National Marine Research Academy (NMRA),国家海洋研究院,2025-06-24
21371219,natural resource survey,自然资源调查,2025-06-24
21371220,nautical navigation,航海学；航海；航运,2025-06-24
21371221,naval area,海军区域,2025-06-24
21371222,naval area defense (NAD),海军区域防御,2025-06-24
21371223,Naval Communications System (NCS),海军通信系统,2025-06-24
21371224,Naval Construction Research Establishment (NCRE),{英}海军建设研究机构,2025-06-24
21371225,navigation bridge deck,驾驶桥艛甲板,2025-06-24
21371226,navigation bridge visibility,驾驶室能见度,2025-06-24
21371227,navigation computer,导航电脑；导航计算机；航海计算尺,2025-06-24
21371228,navigation data assimilation computer,航海数据同化计算机,2025-06-24
21371229,navigation echo sounding equipment,回声测深仪；水深导航设备,2025-06-24
21371230,navigation integrated bridge system (NIBS),导航整合船桥系统,2025-06-24
21371231,navigation method,航行操控方法,2025-06-24
21371232,navigation telex (NAVTEX),海上电传{518kHz频道},2025-06-24
21371233,navigational bridge simulator,驾驶桥楼模拟器,2025-06-24
21371234,navy electronic warfare simulator,海军电子战模拟器,2025-06-24
21371235,navy security patrol,海军国安防卫巡逻,2025-06-24
21371236,navy stockless anchor,海军无杆锚,2025-06-24
21371237,Navy type anchor,海军无杆锚；海军锚,2025-06-24
21371238,n-butyl acetate,醋酸(正)丁酯；乙酸正丁酯；乙酸丁酯,2025-06-24
21371239,n-butyl acrylate,丙烯酸正丁酯；丙烯酸丁酯,2025-06-24
21371240,n-butyl ether,丁基醚；正丁基醚；二丁醚,2025-06-24
21371241,n-butyraldehyde,正丁醛；丁醛,2025-06-24
21371242,neodecaroic acid,新癸酸,2025-06-24
21371243,N-ethylbutylamine,N-乙基丁胺,2025-06-24
21371244,N-ethylcyclohexylamine,N-乙基环己胺,2025-06-24
21371245,network processing unit (NPI),网路处理器,2025-06-24
21371246,neutralization fire,瘫痪射击,2025-06-24
21371247,nickel aluminum bronze,镍铝青铜,2025-06-24
21371248,nimonic,尼孟合金；铁镍钴合金；镍基合金；镍铬钴合金,2025-06-24
21371249,nitrating acid (),混酸；硝化酸,2025-06-24
21371250,nitric acid,硝酸,2025-06-24
21371251,nitric acid hydrochloride,硝基盐酸；王水；王酸,2025-06-24
21371252,nitriding,渗氮；氮化,2025-06-24
21371253,nitrobenzene,硝基苯,2025-06-24
21371254,nitroethane mixture,硝基乙烷混合物,2026-05-11
21371255,nitrotoluene,硝基甲苯,2025-06-24
21371256,N-methyl-2-pyrrolidone (NMP),N-甲基-2-吡咯烷酮；N-甲基四氢咯酮[2],2025-06-24
21371257,noise dose meter,噪音剂量计,2025-06-24
21371258,noise induced hearing loss,噪音性听力损失；噪音引起的听力损失,2025-06-24
21371259,noise meter,噪音计,2025-06-24
21371260,noise prediction,噪音预测,2025-06-24
21371261,nominal thickness,标称厚度,2025-06-24
21371262,nominal throat thickness,标称喉深,2025-06-24
21371263,nominal total dry film thickness (NDFT),公称干膜厚度,2025-06-24
21371264,non-conservative linear system,非保守线性系统,2025-06-24
21371265,non-developmental item (NDI),非开发项目,2025-06-24
21371266,nonene,壬烯,2025-06-24
21371267,nonlinear shallow water wave theory,非线性浅水波理论,2025-06-24
21371268,nonlinear wave,非线性波,2025-06-24
21371269,nonlinear wave force,非线性波浪力,2025-06-24
21371270,non-load bearing partition,非承重隔间墙,2025-06-24
21371271,non-riding anchor,非受力锚,2025-06-24
21371272,non-side protection subdivision system ship,非护舷分舱系统船,2025-06-24
21371273,nonyl alcohol,壬醇,2025-06-24
21371274,nonylphenol,壬酚,2025-06-24
21371275,Norfolk anchor,诺福克锚,2025-06-24
21371276,normal distribution,常态分布；正态分布,2025-06-24
21371277,Northill lightweight folding seaplane anchor,落思尔轻量折爪锚,2025-06-24
21371278,notch stress,缺口应力；凹口应力,2025-06-24
21371279,n-pentane,正戊烷,2025-06-24
21371280,n-propanolamine,正-丙醇胺,2025-06-24
21371281,n-propylamine,正丙胺,2025-06-24
21371282,nuclear weapons simulator,核武器模拟器,2025-06-24
21371283,numerical computation,数值计算,2025-06-24
21371284,object computer,目标计算机,2025-06-24
21371285,object-to-film distance,物体至底片距离,2025-06-24
21371286,obscure defect,掩盖缺陷,2025-06-24
21371287,observation accuracy,观测资料精度,2025-06-24
21371288,observation deck,瞭望甲板；观测甲板,2025-06-24
21371289,observation tower,瞭望塔,2025-06-24
21371290,occurrence of exceedance,超越次数；超越发生率,2025-06-24
21371291,occurrence rate,发生率,2025-06-24
21371292,Ocean Affairs Council (OCA),海洋委员会,2025-06-24
21371293,ocean navigation,大洋航海,2025-06-24
21371294,oceanographic sensor,海洋学感测器；海洋感测器,2025-06-24
21371295,o-chloronitrobenzene,邻氯硝基苯,2025-06-24
21371296,o-chlorotoluene,邻氯甲苯,2025-06-24
21371297,octanol,辛醇,2025-06-24
21371298,octene,辛烯,2025-06-24
21371299,o-dichlorobenzene,邻二氯苯,2025-06-24
21371300,offdrill anchor,大爪锚{适用于近海之砂泥海底},2025-06-24
21371301,officer's deck,高级船员住舱甲板,2025-06-24
21371302,offshore drilling equipment,近海钻井设备,2025-06-24
21371303,offshore navigation,离岸航行,2025-06-24
21371304,oil capacity,油容量；油量,2025-06-24
21371305,oil cargo capacity,货油装载量,2025-06-24
21371306,oil passageway,油管,2025-06-24
21371307,olefins,烯烃,2025-06-24
21371308,"olefins,straight chain mixture",烯属烃直链混合物,2025-06-24
21371309,oleum,发烟硫酸,2025-06-24
21371310,Omega navigation,欧米茄导航；奥米茄无线电导航；亚米茄导航,2025-06-24
21371311,omnibearing-distance navigation,全向-距离导航；极坐标方位-距离导航,2025-06-24
21371312,on-board control team (OCT),船上控制小组,2025-06-24
21371313,once-only loading,仅此一次的{极限}负载,2025-06-24
21371314,one-arm anchor,单爪锚；单臂锚,2025-06-24
21371315,one-fluke mooring anchor,单爪固定锚；单爪系流锚,2025-06-24
21371316,Open AI,开放人工智慧研究中心,2025-06-24
